iteration,log_likelihood
1623,-303.859
1624,-303.859
1625,-303.859
1626,-303.859
1627,-303.859
1628,-303.859
1629,-303.859
1630,-303.859
1631,-303.859
1632,-303.859
1633,-303.859
1634,-303.859
1635,-303.859
1636,-303.859
1637,-303.859
1638,-303.859
1639,-303.859
1640,-303.859
1641,-303.859
1642,-303.859
1643,-303.859
1644,-303.859
1645,-303.859
1646,-303.859
1647,-303.859
1648,-303.859
1649,-303.859
1650,-303.859
1651,-303.859
1652,-303.859
1653,-303.859
1654,-303.859
1655,-303.859
1656,-303.859
1657,-303.859
1658,-303.859
1659,-303.859
1660,-303.859
1661,-303.859
1662,-303.859
1663,-303.859
1664,-303.859
1665,-303.859
1666,-303.859
1667,-303.859
1668,-303.859
1669,-303.859
1670,-303.859
1671,-303.859
1672,-303.859
1673,-303.859
1674,-303.859
1675,-303.859
1676,-303.859
1677,-303.859
1678,-303.859
1679,-303.859
1680,-303.859
1681,-303.859
1682,-303.859
1683,-303.859
1684,-303.859
1685,-303.859
1686,-303.859
1687,-303.859
1688,-303.859
1689,-303.859
1690,-303.859
1691,-303.859
1692,-303.859
1693,-303.859
1694,-303.859
1695,-303.859
1696,-303.859
1697,-303.859
1698,-303.859
1699,-303.859
1700,-303.859
1701,-303.859
1702,-303.859
1703,-303.859
1704,-303.859
1705,-303.859
1706,-303.859
1707,-303.859
1708,-303.859
1709,-303.859
1710,-303.859
1711,-303.859
1712,-303.859
1713,-303.859
1714,-303.859
1715,-303.859
1716,-303.859
1717,-303.859
1718,-303.859
1719,-303.859
1720,-303.859
1721,-303.859
1722,-303.859
1723,-303.859
1724,-303.859
1725,-303.859
1726,-303.859
1727,-303.859
1728,-303.859
1729,-303.859
1730,-303.859
1731,-303.859
1732,-303.859
1733,-303.859
1734,-303.859
1735,-303.859
1736,-303.859
1737,-303.859
1738,-303.859
1739,-303.859
1740,-303.859
1741,-303.859
1742,-303.859
1743,-303.859
1744,-303.859
1745,-303.859
1746,-303.859
1747,-303.859
1748,-303.859
1749,-303.859
1750,-303.859
